Year,Region,Island,Sample_type,Species,N15,Treatment,Treatment_b,Distance_to_shore,Island_area_hectares
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.28,derat,derat,190,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.42,derat,derat,190,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.42,derat,derat,190,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.18,derat,derat,190,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.68,derat,derat,217,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.79,derat,derat,217,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.38,derat,derat,217,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.62,derat,derat,217,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,10.45,derat,derat,217,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,9.58,derat,derat,240,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,9.4,derat,derat,240,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,9.95,derat,derat,240,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,9.74,derat,derat,240,97
2019,Scattered Islands,Tromelin,Fish,Stegastes fasciolatus,9.94,derat,derat,240,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,5.62,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,7.69,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,10.7,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,12.46,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,12.73,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,13.25,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,9.86,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,11.06,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,10.95,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Leaves,Heliotropium forthiarum,13.07,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,3.3,derat,derat,190,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.94,derat,derat,190,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.38,derat,derat,190,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.33,derat,derat,190,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,3.66,derat,derat,190,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.19,derat,derat,217,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.38,derat,derat,217,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.56,derat,derat,217,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.04,derat,derat,217,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.36,derat,derat,217,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.51,derat,derat,240,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.94,derat,derat,240,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.83,derat,derat,240,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,4.08,derat,derat,240,97
2019,Scattered Islands,Tromelin,Macroalgae,Halimeda,5.62,derat,derat,240,97
2019,Scattered Islands,Tromelin,Soil,Soil,14.95,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Soil,Soil,15.1,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Soil,Soil,17.3,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Soil,Soil,13.46,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Soil,Soil,16.3,derat,derat,NA,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.7,derat,derat,190,97
2019,Scattered Islands,Tromelin,Turf,Turf,7.56,derat,derat,190,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.27,derat,derat,190,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.68,derat,derat,190,97
2019,Scattered Islands,Tromelin,Turf,Turf,6.06,derat,derat,190,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.62,derat,derat,217,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.94,derat,derat,217,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.65,derat,derat,217,97
2019,Scattered Islands,Tromelin,Turf,Turf,4.5,derat,derat,217,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.16,derat,derat,217,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.02,derat,derat,240,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.44,derat,derat,240,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.22,derat,derat,240,97
2019,Scattered Islands,Tromelin,Turf,Turf,4.92,derat,derat,240,97
2019,Scattered Islands,Tromelin,Turf,Turf,5.51,derat,derat,240,97
